Tick;Step;Extent;Gender;maxHeight;MemberId;minHeight;PercentageTiles;ResultFilePath;TreeCount;XSpawn;xWidth;yLength;YSpawn;X;Y;ID
244;244;0;;50;0;0;0.1;;7;0;35;33;0;34;6;00000000-0000-0000-0000-000000000000
245;245;0;;50;0;0;0.1;;7;0;35;33;0;0;7;00000000-0000-0000-0000-000000000000
246;246;0;;50;0;0;0.1;;7;0;35;33;0;1;7;00000000-0000-0000-0000-000000000000
247;247;0;;50;0;0;0.1;;7;0;35;33;0;2;7;00000000-0000-0000-0000-000000000000
248;248;0;;50;0;0;0.1;;7;0;35;33;0;3;7;00000000-0000-0000-0000-000000000000
249;249;0;;50;0;0;0.1;;7;0;35;33;0;4;7;00000000-0000-0000-0000-000000000000
250;250;0;;50;0;0;0.1;;7;0;35;33;0;5;7;00000000-0000-0000-0000-000000000000
251;251;0;;50;0;0;0.1;;7;0;35;33;0;6;7;00000000-0000-0000-0000-000000000000
252;252;0;;50;0;0;0.1;;7;0;35;33;0;7;7;00000000-0000-0000-0000-000000000000
253;253;0;;50;0;0;0.1;;7;0;35;33;0;8;7;00000000-0000-0000-0000-000000000000
254;254;0;;50;0;0;0.1;;7;0;35;33;0;9;7;00000000-0000-0000-0000-000000000000
255;255;0;;50;0;0;0.1;;7;0;35;33;0;10;7;00000000-0000-0000-0000-000000000000
256;256;0;;50;0;0;0.1;;7;0;35;33;0;11;7;00000000-0000-0000-0000-000000000000
257;257;0;;50;0;0;0.1;;7;0;35;33;0;12;7;00000000-0000-0000-0000-000000000000
258;258;0;;50;0;0;0.1;;7;0;35;33;0;13;7;00000000-0000-0000-0000-000000000000
259;259;0;;50;0;0;0.1;;7;0;35;33;0;14;7;00000000-0000-0000-0000-000000000000
260;260;0;;50;0;0;0.1;;7;0;35;33;0;15;7;00000000-0000-0000-0000-000000000000
261;261;0;;50;0;0;0.1;;7;0;35;33;0;16;7;00000000-0000-0000-0000-000000000000
262;262;0;;50;0;0;0.1;;7;0;35;33;0;17;7;00000000-0000-0000-0000-000000000000
263;263;0;;50;0;0;0.1;;7;0;35;33;0;18;7;00000000-0000-0000-0000-000000000000
264;264;0;;50;0;0;0.1;;7;0;35;33;0;19;7;00000000-0000-0000-0000-000000000000
265;265;0;;50;0;0;0.1;;7;0;35;33;0;20;7;00000000-0000-0000-0000-000000000000
266;266;0;;50;0;0;0.1;;7;0;35;33;0;21;7;00000000-0000-0000-0000-000000000000
267;267;0;;50;0;0;0.1;;7;0;35;33;0;22;7;00000000-0000-0000-0000-000000000000
268;268;0;;50;0;0;0.1;;7;0;35;33;0;23;7;00000000-0000-0000-0000-000000000000
269;269;0;;50;0;0;0.1;;7;0;35;33;0;24;7;00000000-0000-0000-0000-000000000000
270;270;0;;50;0;0;0.1;;7;0;35;33;0;25;7;00000000-0000-0000-0000-000000000000
271;271;0;;50;0;0;0.1;;7;0;35;33;0;26;7;00000000-0000-0000-0000-000000000000
272;272;0;;50;0;0;0.1;;7;0;35;33;0;27;7;00000000-0000-0000-0000-000000000000
273;273;0;;50;0;0;0.1;;7;0;35;33;0;28;7;00000000-0000-0000-0000-000000000000
274;274;0;;50;0;0;0.1;;7;0;35;33;0;29;7;00000000-0000-0000-0000-000000000000
275;275;0;;50;0;0;0.1;;7;0;35;33;0;30;7;00000000-0000-0000-0000-000000000000
276;276;0;;50;0;0;0.1;;7;0;35;33;0;31;7;00000000-0000-0000-0000-000000000000
277;277;0;;50;0;0;0.1;;7;0;35;33;0;32;7;00000000-0000-0000-0000-000000000000
278;278;0;;50;0;0;0.1;;7;0;35;33;0;33;7;00000000-0000-0000-0000-000000000000
279;279;0;;50;0;0;0.1;;7;0;35;33;0;34;7;00000000-0000-0000-0000-000000000000
280;280;0;;50;0;0;0.1;;7;0;35;33;0;0;8;00000000-0000-0000-0000-000000000000
281;281;0;;50;0;0;0.1;;7;0;35;33;0;1;8;00000000-0000-0000-0000-000000000000
282;282;0;;50;0;0;0.1;;7;0;35;33;0;2;8;00000000-0000-0000-0000-000000000000
283;283;0;;50;0;0;0.1;;7;0;35;33;0;3;8;00000000-0000-0000-0000-000000000000
284;284;0;;50;0;0;0.1;;7;0;35;33;0;4;8;00000000-0000-0000-0000-000000000000
285;285;0;;50;0;0;0.1;;7;0;35;33;0;5;8;00000000-0000-0000-0000-000000000000
286;286;0;;50;0;0;0.1;;7;0;35;33;0;6;8;00000000-0000-0000-0000-000000000000
287;287;0;;50;0;0;0.1;;7;0;35;33;0;7;8;00000000-0000-0000-0000-000000000000
288;288;0;;50;0;0;0.1;;7;0;35;33;0;8;8;00000000-0000-0000-0000-000000000000
289;289;0;;50;0;0;0.1;;7;0;35;33;0;9;8;00000000-0000-0000-0000-000000000000
290;290;0;;50;0;0;0.1;;7;0;35;33;0;10;8;00000000-0000-0000-0000-000000000000
291;291;0;;50;0;0;0.1;;7;0;35;33;0;11;8;00000000-0000-0000-0000-000000000000
292;292;0;;50;0;0;0.1;;7;0;35;33;0;12;8;00000000-0000-0000-0000-000000000000
293;293;0;;50;0;0;0.1;;7;0;35;33;0;13;8;00000000-0000-0000-0000-000000000000
294;294;0;;50;0;0;0.1;;7;0;35;33;0;14;8;00000000-0000-0000-0000-000000000000
295;295;0;;50;0;0;0.1;;7;0;35;33;0;15;8;00000000-0000-0000-0000-000000000000
296;296;0;;50;0;0;0.1;;7;0;35;33;0;16;8;00000000-0000-0000-0000-000000000000
297;297;0;;50;0;0;0.1;;7;0;35;33;0;17;8;00000000-0000-0000-0000-000000000000
298;298;0;;50;0;0;0.1;;7;0;35;33;0;18;8;00000000-0000-0000-0000-000000000000
299;299;0;;50;0;0;0.1;;7;0;35;33;0;19;8;00000000-0000-0000-0000-000000000000
300;300;0;;50;0;0;0.1;;7;0;35;33;0;20;8;00000000-0000-0000-0000-000000000000
301;301;0;;50;0;0;0.1;;7;0;35;33;0;21;8;00000000-0000-0000-0000-000000000000
302;302;0;;50;0;0;0.1;;7;0;35;33;0;22;8;00000000-0000-0000-0000-000000000000
303;303;0;;50;0;0;0.1;;7;0;35;33;0;23;8;00000000-0000-0000-0000-000000000000
304;304;0;;50;0;0;0.1;;7;0;35;33;0;24;8;00000000-0000-0000-0000-000000000000
305;305;0;;50;0;0;0.1;;7;0;35;33;0;25;8;00000000-0000-0000-0000-000000000000
306;306;0;;50;0;0;0.1;;7;0;35;33;0;26;8;00000000-0000-0000-0000-000000000000
307;307;0;;50;0;0;0.1;;7;0;35;33;0;27;8;00000000-0000-0000-0000-000000000000
308;308;0;;50;0;0;0.1;;7;0;35;33;0;28;8;00000000-0000-0000-0000-000000000000
309;309;0;;50;0;0;0.1;;7;0;35;33;0;29;8;00000000-0000-0000-0000-000000000000
310;310;0;;50;0;0;0.1;;7;0;35;33;0;30;8;00000000-0000-0000-0000-000000000000
311;311;0;;50;0;0;0.1;;7;0;35;33;0;31;8;00000000-0000-0000-0000-000000000000
312;312;0;;50;0;0;0.1;;7;0;35;33;0;32;8;00000000-0000-0000-0000-000000000000
313;313;0;;50;0;0;0.1;;7;0;35;33;0;33;8;00000000-0000-0000-0000-000000000000
314;314;0;;50;0;0;0.1;;7;0;35;33;0;34;8;00000000-0000-0000-0000-000000000000
315;315;0;;50;0;0;0.1;;7;0;35;33;0;0;9;00000000-0000-0000-0000-000000000000
316;316;0;;50;0;0;0.1;;7;0;35;33;0;1;9;00000000-0000-0000-0000-000000000000
317;317;0;;50;0;0;0.1;;7;0;35;33;0;2;9;00000000-0000-0000-0000-000000000000
318;318;0;;50;0;0;0.1;;7;0;35;33;0;3;9;00000000-0000-0000-0000-000000000000
319;319;0;;50;0;0;0.1;;7;0;35;33;0;4;9;00000000-0000-0000-0000-000000000000
320;320;0;;50;0;0;0.1;;7;0;35;33;0;5;9;00000000-0000-0000-0000-000000000000
321;321;0;;50;0;0;0.1;;7;0;35;33;0;6;9;00000000-0000-0000-0000-000000000000
322;322;0;;50;0;0;0.1;;7;0;35;33;0;7;9;00000000-0000-0000-0000-000000000000
323;323;0;;50;0;0;0.1;;7;0;35;33;0;8;9;00000000-0000-0000-0000-000000000000
324;324;0;;50;0;0;0.1;;7;0;35;33;0;9;9;00000000-0000-0000-0000-000000000000
325;325;0;;50;0;0;0.1;;7;0;35;33;0;10;9;00000000-0000-0000-0000-000000000000
326;326;0;;50;0;0;0.1;;7;0;35;33;0;11;9;00000000-0000-0000-0000-000000000000
327;327;0;;50;0;0;0.1;;7;0;35;33;0;12;9;00000000-0000-0000-0000-000000000000
328;328;0;;50;0;0;0.1;;7;0;35;33;0;13;9;00000000-0000-0000-0000-000000000000
329;329;0;;50;0;0;0.1;;7;0;35;33;0;14;9;00000000-0000-0000-0000-000000000000
330;330;0;;50;0;0;0.1;;7;0;35;33;0;15;9;00000000-0000-0000-0000-000000000000
331;331;0;;50;0;0;0.1;;7;0;35;33;0;16;9;00000000-0000-0000-0000-000000000000
332;332;0;;50;0;0;0.1;;7;0;35;33;0;17;9;00000000-0000-0000-0000-000000000000
333;333;0;;50;0;0;0.1;;7;0;35;33;0;18;9;00000000-0000-0000-0000-000000000000
334;334;0;;50;0;0;0.1;;7;0;35;33;0;19;9;00000000-0000-0000-0000-000000000000
335;335;0;;50;0;0;0.1;;7;0;35;33;0;20;9;00000000-0000-0000-0000-000000000000
336;336;0;;50;0;0;0.1;;7;0;35;33;0;21;9;00000000-0000-0000-0000-000000000000
337;337;0;;50;0;0;0.1;;7;0;35;33;0;22;9;00000000-0000-0000-0000-000000000000
338;338;0;;50;0;0;0.1;;7;0;35;33;0;23;9;00000000-0000-0000-0000-000000000000
339;339;0;;50;0;0;0.1;;7;0;35;33;0;24;9;00000000-0000-0000-0000-000000000000
340;340;0;;50;0;0;0.1;;7;0;35;33;0;25;9;00000000-0000-0000-0000-000000000000
341;341;0;;50;0;0;0.1;;7;0;35;33;0;26;9;00000000-0000-0000-0000-000000000000
342;342;0;;50;0;0;0.1;;7;0;35;33;0;27;9;00000000-0000-0000-0000-000000000000
343;343;0;;50;0;0;0.1;;7;0;35;33;0;28;9;00000000-0000-0000-0000-000000000000
344;344;0;;50;0;0;0.1;;7;0;35;33;0;29;9;00000000-0000-0000-0000-000000000000
345;345;0;;50;0;0;0.1;;7;0;35;33;0;30;9;00000000-0000-0000-0000-000000000000
346;346;0;;50;0;0;0.1;;7;0;35;33;0;31;9;00000000-0000-0000-0000-000000000000
347;347;0;;50;0;0;0.1;;7;0;35;33;0;32;9;00000000-0000-0000-0000-000000000000
348;348;0;;50;0;0;0.1;;7;0;35;33;0;33;9;00000000-0000-0000-0000-000000000000
349;349;0;;50;0;0;0.1;;7;0;35;33;0;34;9;00000000-0000-0000-0000-000000000000
350;350;0;;50;0;0;0.1;;7;0;35;33;0;0;10;00000000-0000-0000-0000-000000000000
351;351;0;;50;0;0;0.1;;7;0;35;33;0;1;10;00000000-0000-0000-0000-000000000000
352;352;0;;50;0;0;0.1;;7;0;35;33;0;2;10;00000000-0000-0000-0000-000000000000
353;353;0;;50;0;0;0.1;;7;0;35;33;0;3;10;00000000-0000-0000-0000-000000000000
354;354;0;;50;0;0;0.1;;7;0;35;33;0;4;10;00000000-0000-0000-0000-000000000000
355;355;0;;50;0;0;0.1;;7;0;35;33;0;5;10;00000000-0000-0000-0000-000000000000
356;356;0;;50;0;0;0.1;;7;0;35;33;0;6;10;00000000-0000-0000-0000-000000000000
357;357;0;;50;0;0;0.1;;7;0;35;33;0;7;10;00000000-0000-0000-0000-000000000000
358;358;0;;50;0;0;0.1;;7;0;35;33;0;8;10;00000000-0000-0000-0000-000000000000
359;359;0;;50;0;0;0.1;;7;0;35;33;0;9;10;00000000-0000-0000-0000-000000000000
360;360;0;;50;0;0;0.1;;7;0;35;33;0;10;10;00000000-0000-0000-0000-000000000000
361;361;0;;50;0;0;0.1;;7;0;35;33;0;11;10;00000000-0000-0000-0000-000000000000
362;362;0;;50;0;0;0.1;;7;0;35;33;0;12;10;00000000-0000-0000-0000-000000000000
363;363;0;;50;0;0;0.1;;7;0;35;33;0;13;10;00000000-0000-0000-0000-000000000000
364;364;0;;50;0;0;0.1;;7;0;35;33;0;14;10;00000000-0000-0000-0000-000000000000
365;365;0;;50;0;0;0.1;;7;0;35;33;0;15;10;00000000-0000-0000-0000-000000000000
366;366;0;;50;0;0;0.1;;7;0;35;33;0;16;10;00000000-0000-0000-0000-000000000000
367;367;0;;50;0;0;0.1;;7;0;35;33;0;17;10;00000000-0000-0000-0000-000000000000
368;368;0;;50;0;0;0.1;;7;0;35;33;0;18;10;00000000-0000-0000-0000-000000000000
369;369;0;;50;0;0;0.1;;7;0;35;33;0;19;10;00000000-0000-0000-0000-000000000000
370;370;0;;50;0;0;0.1;;7;0;35;33;0;20;10;00000000-0000-0000-0000-000000000000
371;371;0;;50;0;0;0.1;;7;0;35;33;0;21;10;00000000-0000-0000-0000-000000000000
372;372;0;;50;0;0;0.1;;7;0;35;33;0;22;10;00000000-0000-0000-0000-000000000000
373;373;0;;50;0;0;0.1;;7;0;35;33;0;23;10;00000000-0000-0000-0000-000000000000
374;374;0;;50;0;0;0.1;;7;0;35;33;0;24;10;00000000-0000-0000-0000-000000000000
375;375;0;;50;0;0;0.1;;7;0;35;33;0;25;10;00000000-0000-0000-0000-000000000000
376;376;0;;50;0;0;0.1;;7;0;35;33;0;26;10;00000000-0000-0000-0000-000000000000
377;377;0;;50;0;0;0.1;;7;0;35;33;0;27;10;00000000-0000-0000-0000-000000000000
378;378;0;;50;0;0;0.1;;7;0;35;33;0;28;10;00000000-0000-0000-0000-000000000000
379;379;0;;50;0;0;0.1;;7;0;35;33;0;29;10;00000000-0000-0000-0000-000000000000
380;380;0;;50;0;0;0.1;;7;0;35;33;0;30;10;00000000-0000-0000-0000-000000000000
381;381;0;;50;0;0;0.1;;7;0;35;33;0;31;10;00000000-0000-0000-0000-000000000000
382;382;0;;50;0;0;0.1;;7;0;35;33;0;32;10;00000000-0000-0000-0000-000000000000
383;383;0;;50;0;0;0.1;;7;0;35;33;0;33;10;00000000-0000-0000-0000-000000000000
384;384;0;;50;0;0;0.1;;7;0;35;33;0;34;10;00000000-0000-0000-0000-000000000000
385;385;0;;50;0;0;0.1;;7;0;35;33;0;0;11;00000000-0000-0000-0000-000000000000
386;386;0;;50;0;0;0.1;;7;0;35;33;0;1;11;00000000-0000-0000-0000-000000000000
387;387;0;;50;0;0;0.1;;7;0;35;33;0;2;11;00000000-0000-0000-0000-000000000000
388;388;0;;50;0;0;0.1;;7;0;35;33;0;3;11;00000000-0000-0000-0000-000000000000
389;389;0;;50;0;0;0.1;;7;0;35;33;0;4;11;00000000-0000-0000-0000-000000000000
390;390;0;;50;0;0;0.1;;7;0;35;33;0;5;11;00000000-0000-0000-0000-000000000000
391;391;0;;50;0;0;0.1;;7;0;35;33;0;6;11;00000000-0000-0000-0000-000000000000
392;392;0;;50;0;0;0.1;;7;0;35;33;0;7;11;00000000-0000-0000-0000-000000000000
393;393;0;;50;0;0;0.1;;7;0;35;33;0;8;11;00000000-0000-0000-0000-000000000000
394;394;0;;50;0;0;0.1;;7;0;35;33;0;9;11;00000000-0000-0000-0000-000000000000
395;395;0;;50;0;0;0.1;;7;0;35;33;0;10;11;00000000-0000-0000-0000-000000000000
396;396;0;;50;0;0;0.1;;7;0;35;33;0;11;11;00000000-0000-0000-0000-000000000000
397;397;0;;50;0;0;0.1;;7;0;35;33;0;12;11;00000000-0000-0000-0000-000000000000
398;398;0;;50;0;0;0.1;;7;0;35;33;0;13;11;00000000-0000-0000-0000-000000000000
399;399;0;;50;0;0;0.1;;7;0;35;33;0;14;11;00000000-0000-0000-0000-000000000000
400;400;0;;50;0;0;0.1;;7;0;35;33;0;15;11;00000000-0000-0000-0000-000000000000
401;401;0;;50;0;0;0.1;;7;0;35;33;0;16;11;00000000-0000-0000-0000-000000000000
402;402;0;;50;0;0;0.1;;7;0;35;33;0;17;11;00000000-0000-0000-0000-000000000000
403;403;0;;50;0;0;0.1;;7;0;35;33;0;18;11;00000000-0000-0000-0000-000000000000
404;404;0;;50;0;0;0.1;;7;0;35;33;0;19;11;00000000-0000-0000-0000-000000000000
405;405;0;;50;0;0;0.1;;7;0;35;33;0;20;11;00000000-0000-0000-0000-000000000000
406;406;0;;50;0;0;0.1;;7;0;35;33;0;21;11;00000000-0000-0000-0000-000000000000
407;407;0;;50;0;0;0.1;;7;0;35;33;0;22;11;00000000-0000-0000-0000-000000000000
408;408;0;;50;0;0;0.1;;7;0;35;33;0;23;11;00000000-0000-0000-0000-000000000000
409;409;0;;50;0;0;0.1;;7;0;35;33;0;24;11;00000000-0000-0000-0000-000000000000
410;410;0;;50;0;0;0.1;;7;0;35;33;0;25;11;00000000-0000-0000-0000-000000000000
411;411;0;;50;0;0;0.1;;7;0;35;33;0;26;11;00000000-0000-0000-0000-000000000000
412;412;0;;50;0;0;0.1;;7;0;35;33;0;27;11;00000000-0000-0000-0000-000000000000
413;413;0;;50;0;0;0.1;;7;0;35;33;0;28;11;00000000-0000-0000-0000-000000000000
414;414;0;;50;0;0;0.1;;7;0;35;33;0;29;11;00000000-0000-0000-0000-000000000000
415;415;0;;50;0;0;0.1;;7;0;35;33;0;30;11;00000000-0000-0000-0000-000000000000
416;416;0;;50;0;0;0.1;;7;0;35;33;0;31;11;00000000-0000-0000-0000-000000000000
417;417;0;;50;0;0;0.1;;7;0;35;33;0;32;11;00000000-0000-0000-0000-000000000000
418;418;0;;50;0;0;0.1;;7;0;35;33;0;33;11;00000000-0000-0000-0000-000000000000
419;419;0;;50;0;0;0.1;;7;0;35;33;0;34;11;00000000-0000-0000-0000-000000000000
420;420;0;;50;0;0;0.1;;7;0;35;33;0;0;12;00000000-0000-0000-0000-000000000000
421;421;0;;50;0;0;0.1;;7;0;35;33;0;1;12;00000000-0000-0000-0000-000000000000
422;422;0;;50;0;0;0.1;;7;0;35;33;0;2;12;00000000-0000-0000-0000-000000000000
423;423;0;;50;0;0;0.1;;7;0;35;33;0;3;12;00000000-0000-0000-0000-000000000000
424;424;0;;50;0;0;0.1;;7;0;35;33;0;4;12;00000000-0000-0000-0000-000000000000
425;425;0;;50;0;0;0.1;;7;0;35;33;0;5;12;00000000-0000-0000-0000-000000000000
426;426;0;;50;0;0;0.1;;7;0;35;33;0;6;12;00000000-0000-0000-0000-000000000000
427;427;0;;50;0;0;0.1;;7;0;35;33;0;7;12;00000000-0000-0000-0000-000000000000
428;428;0;;50;0;0;0.1;;7;0;35;33;0;8;12;00000000-0000-0000-0000-000000000000
429;429;0;;50;0;0;0.1;;7;0;35;33;0;9;12;00000000-0000-0000-0000-000000000000
430;430;0;;50;0;0;0.1;;7;0;35;33;0;10;12;00000000-0000-0000-0000-000000000000
431;431;0;;50;0;0;0.1;;7;0;35;33;0;11;12;00000000-0000-0000-0000-000000000000
432;432;0;;50;0;0;0.1;;7;0;35;33;0;12;12;00000000-0000-0000-0000-000000000000
433;433;0;;50;0;0;0.1;;7;0;35;33;0;13;12;00000000-0000-0000-0000-000000000000
434;434;0;;50;0;0;0.1;;7;0;35;33;0;14;12;00000000-0000-0000-0000-000000000000
435;435;0;;50;0;0;0.1;;7;0;35;33;0;15;12;00000000-0000-0000-0000-000000000000
436;436;0;;50;0;0;0.1;;7;0;35;33;0;16;12;00000000-0000-0000-0000-000000000000
437;437;0;;50;0;0;0.1;;7;0;35;33;0;17;12;00000000-0000-0000-0000-000000000000
438;438;0;;50;0;0;0.1;;7;0;35;33;0;18;12;00000000-0000-0000-0000-000000000000
439;439;0;;50;0;0;0.1;;7;0;35;33;0;19;12;00000000-0000-0000-0000-000000000000
440;440;0;;50;0;0;0.1;;7;0;35;33;0;20;12;00000000-0000-0000-0000-000000000000
441;441;0;;50;0;0;0.1;;7;0;35;33;0;21;12;00000000-0000-0000-0000-000000000000
442;442;0;;50;0;0;0.1;;7;0;35;33;0;22;12;00000000-0000-0000-0000-000000000000
443;443;0;;50;0;0;0.1;;7;0;35;33;0;23;12;00000000-0000-0000-0000-000000000000
444;444;0;;50;0;0;0.1;;7;0;35;33;0;24;12;00000000-0000-0000-0000-000000000000
445;445;0;;50;0;0;0.1;;7;0;35;33;0;25;12;00000000-0000-0000-0000-000000000000
446;446;0;;50;0;0;0.1;;7;0;35;33;0;26;12;00000000-0000-0000-0000-000000000000
447;447;0;;50;0;0;0.1;;7;0;35;33;0;27;12;00000000-0000-0000-0000-000000000000
448;448;0;;50;0;0;0.1;;7;0;35;33;0;28;12;00000000-0000-0000-0000-000000000000
449;449;0;;50;0;0;0.1;;7;0;35;33;0;29;12;00000000-0000-0000-0000-000000000000
450;450;0;;50;0;0;0.1;;7;0;35;33;0;30;12;00000000-0000-0000-0000-000000000000
451;451;0;;50;0;0;0.1;;7;0;35;33;0;31;12;00000000-0000-0000-0000-000000000000
452;452;0;;50;0;0;0.1;;7;0;35;33;0;32;12;00000000-0000-0000-0000-000000000000
453;453;0;;50;0;0;0.1;;7;0;35;33;0;33;12;00000000-0000-0000-0000-000000000000
454;454;0;;50;0;0;0.1;;7;0;35;33;0;34;12;00000000-0000-0000-0000-000000000000
455;455;0;;50;0;0;0.1;;7;0;35;33;0;0;13;00000000-0000-0000-0000-000000000000
456;456;0;;50;0;0;0.1;;7;0;35;33;0;1;13;00000000-0000-0000-0000-000000000000
457;457;0;;50;0;0;0.1;;7;0;35;33;0;2;13;00000000-0000-0000-0000-000000000000
458;458;0;;50;0;0;0.1;;7;0;35;33;0;3;13;00000000-0000-0000-0000-000000000000
459;459;0;;50;0;0;0.1;;7;0;35;33;0;4;13;00000000-0000-0000-0000-000000000000
460;460;0;;50;0;0;0.1;;7;0;35;33;0;5;13;00000000-0000-0000-0000-000000000000
461;461;0;;50;0;0;0.1;;7;0;35;33;0;6;13;00000000-0000-0000-0000-000000000000
462;462;0;;50;0;0;0.1;;7;0;35;33;0;7;13;00000000-0000-0000-0000-000000000000
463;463;0;;50;0;0;0.1;;7;0;35;33;0;8;13;00000000-0000-0000-0000-000000000000
464;464;0;;50;0;0;0.1;;7;0;35;33;0;9;13;00000000-0000-0000-0000-000000000000
465;465;0;;50;0;0;0.1;;7;0;35;33;0;10;13;00000000-0000-0000-0000-000000000000
466;466;0;;50;0;0;0.1;;7;0;35;33;0;11;13;00000000-0000-0000-0000-000000000000
467;467;0;;50;0;0;0.1;;7;0;35;33;0;12;13;00000000-0000-0000-0000-000000000000
468;468;0;;50;0;0;0.1;;7;0;35;33;0;13;13;00000000-0000-0000-0000-000000000000
469;469;0;;50;0;0;0.1;;7;0;35;33;0;14;13;00000000-0000-0000-0000-000000000000
470;470;0;;50;0;0;0.1;;7;0;35;33;0;15;13;00000000-0000-0000-0000-000000000000
471;471;0;;50;0;0;0.1;;7;0;35;33;0;16;13;00000000-0000-0000-0000-000000000000
472;472;0;;50;0;0;0.1;;7;0;35;33;0;17;13;00000000-0000-0000-0000-000000000000
473;473;0;;50;0;0;0.1;;7;0;35;33;0;18;13;00000000-0000-0000-0000-000000000000
474;474;0;;50;0;0;0.1;;7;0;35;33;0;19;13;00000000-0000-0000-0000-000000000000
475;475;0;;50;0;0;0.1;;7;0;35;33;0;20;13;00000000-0000-0000-0000-000000000000
476;476;0;;50;0;0;0.1;;7;0;35;33;0;21;13;00000000-0000-0000-0000-000000000000
477;477;0;;50;0;0;0.1;;7;0;35;33;0;22;13;00000000-0000-0000-0000-000000000000
478;478;0;;50;0;0;0.1;;7;0;35;33;0;23;13;00000000-0000-0000-0000-000000000000
479;479;0;;50;0;0;0.1;;7;0;35;33;0;24;13;00000000-0000-0000-0000-000000000000
480;480;0;;50;0;0;0.1;;7;0;35;33;0;25;13;00000000-0000-0000-0000-000000000000
481;481;0;;50;0;0;0.1;;7;0;35;33;0;26;13;00000000-0000-0000-0000-000000000000
482;482;0;;50;0;0;0.1;;7;0;35;33;0;27;13;00000000-0000-0000-0000-000000000000
483;483;0;;50;0;0;0.1;;7;0;35;33;0;28;13;00000000-0000-0000-0000-000000000000
484;484;0;;50;0;0;0.1;;7;0;35;33;0;29;13;00000000-0000-0000-0000-000000000000
