Tick;Step;Extent;Gender;maxHeight;MemberId;minHeight;PercentageTiles;ResultFilePath;TreeCount;XSpawn;xWidth;yLength;YSpawn;X;Y;ID
485;485;0;;50;0;0;0.1;;7;0;35;33;0;30;13;00000000-0000-0000-0000-000000000000
486;486;0;;50;0;0;0.1;;7;0;35;33;0;31;13;00000000-0000-0000-0000-000000000000
487;487;0;;50;0;0;0.1;;7;0;35;33;0;32;13;00000000-0000-0000-0000-000000000000
488;488;0;;50;0;0;0.1;;7;0;35;33;0;33;13;00000000-0000-0000-0000-000000000000
489;489;0;;50;0;0;0.1;;7;0;35;33;0;34;13;00000000-0000-0000-0000-000000000000
490;490;0;;50;0;0;0.1;;7;0;35;33;0;0;14;00000000-0000-0000-0000-000000000000
491;491;0;;50;0;0;0.1;;7;0;35;33;0;1;14;00000000-0000-0000-0000-000000000000
492;492;0;;50;0;0;0.1;;7;0;35;33;0;2;14;00000000-0000-0000-0000-000000000000
493;493;0;;50;0;0;0.1;;7;0;35;33;0;3;14;00000000-0000-0000-0000-000000000000
494;494;0;;50;0;0;0.1;;7;0;35;33;0;4;14;00000000-0000-0000-0000-000000000000
495;495;0;;50;0;0;0.1;;7;0;35;33;0;5;14;00000000-0000-0000-0000-000000000000
496;496;0;;50;0;0;0.1;;7;0;35;33;0;6;14;00000000-0000-0000-0000-000000000000
497;497;0;;50;0;0;0.1;;7;0;35;33;0;7;14;00000000-0000-0000-0000-000000000000
498;498;0;;50;0;0;0.1;;7;0;35;33;0;8;14;00000000-0000-0000-0000-000000000000
499;499;0;;50;0;0;0.1;;7;0;35;33;0;9;14;00000000-0000-0000-0000-000000000000
500;500;0;;50;0;0;0.1;;7;0;35;33;0;10;14;00000000-0000-0000-0000-000000000000
501;501;0;;50;0;0;0.1;;7;0;35;33;0;11;14;00000000-0000-0000-0000-000000000000
502;502;0;;50;0;0;0.1;;7;0;35;33;0;12;14;00000000-0000-0000-0000-000000000000
503;503;0;;50;0;0;0.1;;7;0;35;33;0;13;14;00000000-0000-0000-0000-000000000000
504;504;0;;50;0;0;0.1;;7;0;35;33;0;14;14;00000000-0000-0000-0000-000000000000
505;505;0;;50;0;0;0.1;;7;0;35;33;0;15;14;00000000-0000-0000-0000-000000000000
506;506;0;;50;0;0;0.1;;7;0;35;33;0;16;14;00000000-0000-0000-0000-000000000000
507;507;0;;50;0;0;0.1;;7;0;35;33;0;17;14;00000000-0000-0000-0000-000000000000
508;508;0;;50;0;0;0.1;;7;0;35;33;0;18;14;00000000-0000-0000-0000-000000000000
509;509;0;;50;0;0;0.1;;7;0;35;33;0;19;14;00000000-0000-0000-0000-000000000000
510;510;0;;50;0;0;0.1;;7;0;35;33;0;20;14;00000000-0000-0000-0000-000000000000
511;511;0;;50;0;0;0.1;;7;0;35;33;0;21;14;00000000-0000-0000-0000-000000000000
512;512;0;;50;0;0;0.1;;7;0;35;33;0;22;14;00000000-0000-0000-0000-000000000000
513;513;0;;50;0;0;0.1;;7;0;35;33;0;23;14;00000000-0000-0000-0000-000000000000
514;514;0;;50;0;0;0.1;;7;0;35;33;0;24;14;00000000-0000-0000-0000-000000000000
515;515;0;;50;0;0;0.1;;7;0;35;33;0;25;14;00000000-0000-0000-0000-000000000000
516;516;0;;50;0;0;0.1;;7;0;35;33;0;26;14;00000000-0000-0000-0000-000000000000
517;517;0;;50;0;0;0.1;;7;0;35;33;0;27;14;00000000-0000-0000-0000-000000000000
518;518;0;;50;0;0;0.1;;7;0;35;33;0;28;14;00000000-0000-0000-0000-000000000000
519;519;0;;50;0;0;0.1;;7;0;35;33;0;29;14;00000000-0000-0000-0000-000000000000
520;520;0;;50;0;0;0.1;;7;0;35;33;0;30;14;00000000-0000-0000-0000-000000000000
521;521;0;;50;0;0;0.1;;7;0;35;33;0;31;14;00000000-0000-0000-0000-000000000000
522;522;0;;50;0;0;0.1;;7;0;35;33;0;32;14;00000000-0000-0000-0000-000000000000
523;523;0;;50;0;0;0.1;;7;0;35;33;0;33;14;00000000-0000-0000-0000-000000000000
524;524;0;;50;0;0;0.1;;7;0;35;33;0;34;14;00000000-0000-0000-0000-000000000000
525;525;0;;50;0;0;0.1;;7;0;35;33;0;0;15;00000000-0000-0000-0000-000000000000
526;526;0;;50;0;0;0.1;;7;0;35;33;0;1;15;00000000-0000-0000-0000-000000000000
527;527;0;;50;0;0;0.1;;7;0;35;33;0;2;15;00000000-0000-0000-0000-000000000000
528;528;0;;50;0;0;0.1;;7;0;35;33;0;3;15;00000000-0000-0000-0000-000000000000
529;529;0;;50;0;0;0.1;;7;0;35;33;0;4;15;00000000-0000-0000-0000-000000000000
530;530;0;;50;0;0;0.1;;7;0;35;33;0;5;15;00000000-0000-0000-0000-000000000000
531;531;0;;50;0;0;0.1;;7;0;35;33;0;6;15;00000000-0000-0000-0000-000000000000
532;532;0;;50;0;0;0.1;;7;0;35;33;0;7;15;00000000-0000-0000-0000-000000000000
533;533;0;;50;0;0;0.1;;7;0;35;33;0;8;15;00000000-0000-0000-0000-000000000000
534;534;0;;50;0;0;0.1;;7;0;35;33;0;9;15;00000000-0000-0000-0000-000000000000
535;535;0;;50;0;0;0.1;;7;0;35;33;0;10;15;00000000-0000-0000-0000-000000000000
536;536;0;;50;0;0;0.1;;7;0;35;33;0;11;15;00000000-0000-0000-0000-000000000000
537;537;0;;50;0;0;0.1;;7;0;35;33;0;12;15;00000000-0000-0000-0000-000000000000
538;538;0;;50;0;0;0.1;;7;0;35;33;0;13;15;00000000-0000-0000-0000-000000000000
539;539;0;;50;0;0;0.1;;7;0;35;33;0;14;15;00000000-0000-0000-0000-000000000000
540;540;0;;50;0;0;0.1;;7;0;35;33;0;15;15;00000000-0000-0000-0000-000000000000
541;541;0;;50;0;0;0.1;;7;0;35;33;0;16;15;00000000-0000-0000-0000-000000000000
542;542;0;;50;0;0;0.1;;7;0;35;33;0;17;15;00000000-0000-0000-0000-000000000000
543;543;0;;50;0;0;0.1;;7;0;35;33;0;18;15;00000000-0000-0000-0000-000000000000
544;544;0;;50;0;0;0.1;;7;0;35;33;0;19;15;00000000-0000-0000-0000-000000000000
545;545;0;;50;0;0;0.1;;7;0;35;33;0;20;15;00000000-0000-0000-0000-000000000000
546;546;0;;50;0;0;0.1;;7;0;35;33;0;21;15;00000000-0000-0000-0000-000000000000
547;547;0;;50;0;0;0.1;;7;0;35;33;0;22;15;00000000-0000-0000-0000-000000000000
548;548;0;;50;0;0;0.1;;7;0;35;33;0;23;15;00000000-0000-0000-0000-000000000000
549;549;0;;50;0;0;0.1;;7;0;35;33;0;24;15;00000000-0000-0000-0000-000000000000
550;550;0;;50;0;0;0.1;;7;0;35;33;0;25;15;00000000-0000-0000-0000-000000000000
551;551;0;;50;0;0;0.1;;7;0;35;33;0;26;15;00000000-0000-0000-0000-000000000000
552;552;0;;50;0;0;0.1;;7;0;35;33;0;27;15;00000000-0000-0000-0000-000000000000
553;553;0;;50;0;0;0.1;;7;0;35;33;0;28;15;00000000-0000-0000-0000-000000000000
554;554;0;;50;0;0;0.1;;7;0;35;33;0;29;15;00000000-0000-0000-0000-000000000000
555;555;0;;50;0;0;0.1;;7;0;35;33;0;30;15;00000000-0000-0000-0000-000000000000
556;556;0;;50;0;0;0.1;;7;0;35;33;0;31;15;00000000-0000-0000-0000-000000000000
557;557;0;;50;0;0;0.1;;7;0;35;33;0;32;15;00000000-0000-0000-0000-000000000000
558;558;0;;50;0;0;0.1;;7;0;35;33;0;33;15;00000000-0000-0000-0000-000000000000
559;559;0;;50;0;0;0.1;;7;0;35;33;0;34;15;00000000-0000-0000-0000-000000000000
560;560;0;;50;0;0;0.1;;7;0;35;33;0;0;16;00000000-0000-0000-0000-000000000000
561;561;0;;50;0;0;0.1;;7;0;35;33;0;1;16;00000000-0000-0000-0000-000000000000
562;562;0;;50;0;0;0.1;;7;0;35;33;0;2;16;00000000-0000-0000-0000-000000000000
563;563;0;;50;0;0;0.1;;7;0;35;33;0;3;16;00000000-0000-0000-0000-000000000000
564;564;0;;50;0;0;0.1;;7;0;35;33;0;4;16;00000000-0000-0000-0000-000000000000
565;565;0;;50;0;0;0.1;;7;0;35;33;0;5;16;00000000-0000-0000-0000-000000000000
566;566;0;;50;0;0;0.1;;7;0;35;33;0;6;16;00000000-0000-0000-0000-000000000000
567;567;0;;50;0;0;0.1;;7;0;35;33;0;7;16;00000000-0000-0000-0000-000000000000
568;568;0;;50;0;0;0.1;;7;0;35;33;0;8;16;00000000-0000-0000-0000-000000000000
569;569;0;;50;0;0;0.1;;7;0;35;33;0;9;16;00000000-0000-0000-0000-000000000000
570;570;0;;50;0;0;0.1;;7;0;35;33;0;10;16;00000000-0000-0000-0000-000000000000
571;571;0;;50;0;0;0.1;;7;0;35;33;0;11;16;00000000-0000-0000-0000-000000000000
572;572;0;;50;0;0;0.1;;7;0;35;33;0;12;16;00000000-0000-0000-0000-000000000000
573;573;0;;50;0;0;0.1;;7;0;35;33;0;13;16;00000000-0000-0000-0000-000000000000
574;574;0;;50;0;0;0.1;;7;0;35;33;0;14;16;00000000-0000-0000-0000-000000000000
575;575;0;;50;0;0;0.1;;7;0;35;33;0;15;16;00000000-0000-0000-0000-000000000000
576;576;0;;50;0;0;0.1;;7;0;35;33;0;16;16;00000000-0000-0000-0000-000000000000
577;577;0;;50;0;0;0.1;;7;0;35;33;0;17;16;00000000-0000-0000-0000-000000000000
578;578;0;;50;0;0;0.1;;7;0;35;33;0;18;16;00000000-0000-0000-0000-000000000000
579;579;0;;50;0;0;0.1;;7;0;35;33;0;19;16;00000000-0000-0000-0000-000000000000
580;580;0;;50;0;0;0.1;;7;0;35;33;0;20;16;00000000-0000-0000-0000-000000000000
581;581;0;;50;0;0;0.1;;7;0;35;33;0;21;16;00000000-0000-0000-0000-000000000000
582;582;0;;50;0;0;0.1;;7;0;35;33;0;22;16;00000000-0000-0000-0000-000000000000
583;583;0;;50;0;0;0.1;;7;0;35;33;0;23;16;00000000-0000-0000-0000-000000000000
584;584;0;;50;0;0;0.1;;7;0;35;33;0;24;16;00000000-0000-0000-0000-000000000000
585;585;0;;50;0;0;0.1;;7;0;35;33;0;25;16;00000000-0000-0000-0000-000000000000
586;586;0;;50;0;0;0.1;;7;0;35;33;0;26;16;00000000-0000-0000-0000-000000000000
587;587;0;;50;0;0;0.1;;7;0;35;33;0;27;16;00000000-0000-0000-0000-000000000000
588;588;0;;50;0;0;0.1;;7;0;35;33;0;28;16;00000000-0000-0000-0000-000000000000
589;589;0;;50;0;0;0.1;;7;0;35;33;0;29;16;00000000-0000-0000-0000-000000000000
590;590;0;;50;0;0;0.1;;7;0;35;33;0;30;16;00000000-0000-0000-0000-000000000000
591;591;0;;50;0;0;0.1;;7;0;35;33;0;31;16;00000000-0000-0000-0000-000000000000
592;592;0;;50;0;0;0.1;;7;0;35;33;0;32;16;00000000-0000-0000-0000-000000000000
593;593;0;;50;0;0;0.1;;7;0;35;33;0;33;16;00000000-0000-0000-0000-000000000000
594;594;0;;50;0;0;0.1;;7;0;35;33;0;34;16;00000000-0000-0000-0000-000000000000
595;595;0;;50;0;0;0.1;;7;0;35;33;0;0;17;00000000-0000-0000-0000-000000000000
596;596;0;;50;0;0;0.1;;7;0;35;33;0;1;17;00000000-0000-0000-0000-000000000000
597;597;0;;50;0;0;0.1;;7;0;35;33;0;2;17;00000000-0000-0000-0000-000000000000
598;598;0;;50;0;0;0.1;;7;0;35;33;0;3;17;00000000-0000-0000-0000-000000000000
599;599;0;;50;0;0;0.1;;7;0;35;33;0;4;17;00000000-0000-0000-0000-000000000000
600;600;0;;50;0;0;0.1;;7;0;35;33;0;5;17;00000000-0000-0000-0000-000000000000
601;601;0;;50;0;0;0.1;;7;0;35;33;0;6;17;00000000-0000-0000-0000-000000000000
602;602;0;;50;0;0;0.1;;7;0;35;33;0;7;17;00000000-0000-0000-0000-000000000000
603;603;0;;50;0;0;0.1;;7;0;35;33;0;8;17;00000000-0000-0000-0000-000000000000
604;604;0;;50;0;0;0.1;;7;0;35;33;0;9;17;00000000-0000-0000-0000-000000000000
605;605;0;;50;0;0;0.1;;7;0;35;33;0;10;17;00000000-0000-0000-0000-000000000000
606;606;0;;50;0;0;0.1;;7;0;35;33;0;11;17;00000000-0000-0000-0000-000000000000
607;607;0;;50;0;0;0.1;;7;0;35;33;0;12;17;00000000-0000-0000-0000-000000000000
608;608;0;;50;0;0;0.1;;7;0;35;33;0;13;17;00000000-0000-0000-0000-000000000000
609;609;0;;50;0;0;0.1;;7;0;35;33;0;14;17;00000000-0000-0000-0000-000000000000
610;610;0;;50;0;0;0.1;;7;0;35;33;0;15;17;00000000-0000-0000-0000-000000000000
611;611;0;;50;0;0;0.1;;7;0;35;33;0;16;17;00000000-0000-0000-0000-000000000000
612;612;0;;50;0;0;0.1;;7;0;35;33;0;17;17;00000000-0000-0000-0000-000000000000
613;613;0;;50;0;0;0.1;;7;0;35;33;0;18;17;00000000-0000-0000-0000-000000000000
614;614;0;;50;0;0;0.1;;7;0;35;33;0;19;17;00000000-0000-0000-0000-000000000000
615;615;0;;50;0;0;0.1;;7;0;35;33;0;20;17;00000000-0000-0000-0000-000000000000
616;616;0;;50;0;0;0.1;;7;0;35;33;0;21;17;00000000-0000-0000-0000-000000000000
617;617;0;;50;0;0;0.1;;7;0;35;33;0;22;17;00000000-0000-0000-0000-000000000000
618;618;0;;50;0;0;0.1;;7;0;35;33;0;23;17;00000000-0000-0000-0000-000000000000
619;619;0;;50;0;0;0.1;;7;0;35;33;0;24;17;00000000-0000-0000-0000-000000000000
620;620;0;;50;0;0;0.1;;7;0;35;33;0;25;17;00000000-0000-0000-0000-000000000000
621;621;0;;50;0;0;0.1;;7;0;35;33;0;26;17;00000000-0000-0000-0000-000000000000
622;622;0;;50;0;0;0.1;;7;0;35;33;0;27;17;00000000-0000-0000-0000-000000000000
623;623;0;;50;0;0;0.1;;7;0;35;33;0;28;17;00000000-0000-0000-0000-000000000000
624;624;0;;50;0;0;0.1;;7;0;35;33;0;29;17;00000000-0000-0000-0000-000000000000
625;625;0;;50;0;0;0.1;;7;0;35;33;0;30;17;00000000-0000-0000-0000-000000000000
626;626;0;;50;0;0;0.1;;7;0;35;33;0;31;17;00000000-0000-0000-0000-000000000000
627;627;0;;50;0;0;0.1;;7;0;35;33;0;32;17;00000000-0000-0000-0000-000000000000
628;628;0;;50;0;0;0.1;;7;0;35;33;0;33;17;00000000-0000-0000-0000-000000000000
629;629;0;;50;0;0;0.1;;7;0;35;33;0;34;17;00000000-0000-0000-0000-000000000000
630;630;0;;50;0;0;0.1;;7;0;35;33;0;0;18;00000000-0000-0000-0000-000000000000
631;631;0;;50;0;0;0.1;;7;0;35;33;0;1;18;00000000-0000-0000-0000-000000000000
632;632;0;;50;0;0;0.1;;7;0;35;33;0;2;18;00000000-0000-0000-0000-000000000000
633;633;0;;50;0;0;0.1;;7;0;35;33;0;3;18;00000000-0000-0000-0000-000000000000
634;634;0;;50;0;0;0.1;;7;0;35;33;0;4;18;00000000-0000-0000-0000-000000000000
635;635;0;;50;0;0;0.1;;7;0;35;33;0;5;18;00000000-0000-0000-0000-000000000000
636;636;0;;50;0;0;0.1;;7;0;35;33;0;6;18;00000000-0000-0000-0000-000000000000
637;637;0;;50;0;0;0.1;;7;0;35;33;0;7;18;00000000-0000-0000-0000-000000000000
638;638;0;;50;0;0;0.1;;7;0;35;33;0;8;18;00000000-0000-0000-0000-000000000000
639;639;0;;50;0;0;0.1;;7;0;35;33;0;9;18;00000000-0000-0000-0000-000000000000
640;640;0;;50;0;0;0.1;;7;0;35;33;0;10;18;00000000-0000-0000-0000-000000000000
641;641;0;;50;0;0;0.1;;7;0;35;33;0;11;18;00000000-0000-0000-0000-000000000000
642;642;0;;50;0;0;0.1;;7;0;35;33;0;12;18;00000000-0000-0000-0000-000000000000
643;643;0;;50;0;0;0.1;;7;0;35;33;0;13;18;00000000-0000-0000-0000-000000000000
644;644;0;;50;0;0;0.1;;7;0;35;33;0;14;18;00000000-0000-0000-0000-000000000000
645;645;0;;50;0;0;0.1;;7;0;35;33;0;15;18;00000000-0000-0000-0000-000000000000
646;646;0;;50;0;0;0.1;;7;0;35;33;0;16;18;00000000-0000-0000-0000-000000000000
647;647;0;;50;0;0;0.1;;7;0;35;33;0;17;18;00000000-0000-0000-0000-000000000000
648;648;0;;50;0;0;0.1;;7;0;35;33;0;18;18;00000000-0000-0000-0000-000000000000
649;649;0;;50;0;0;0.1;;7;0;35;33;0;19;18;00000000-0000-0000-0000-000000000000
650;650;0;;50;0;0;0.1;;7;0;35;33;0;20;18;00000000-0000-0000-0000-000000000000
651;651;0;;50;0;0;0.1;;7;0;35;33;0;21;18;00000000-0000-0000-0000-000000000000
652;652;0;;50;0;0;0.1;;7;0;35;33;0;22;18;00000000-0000-0000-0000-000000000000
653;653;0;;50;0;0;0.1;;7;0;35;33;0;23;18;00000000-0000-0000-0000-000000000000
654;654;0;;50;0;0;0.1;;7;0;35;33;0;24;18;00000000-0000-0000-0000-000000000000
655;655;0;;50;0;0;0.1;;7;0;35;33;0;25;18;00000000-0000-0000-0000-000000000000
656;656;0;;50;0;0;0.1;;7;0;35;33;0;26;18;00000000-0000-0000-0000-000000000000
657;657;0;;50;0;0;0.1;;7;0;35;33;0;27;18;00000000-0000-0000-0000-000000000000
658;658;0;;50;0;0;0.1;;7;0;35;33;0;28;18;00000000-0000-0000-0000-000000000000
659;659;0;;50;0;0;0.1;;7;0;35;33;0;29;18;00000000-0000-0000-0000-000000000000
660;660;0;;50;0;0;0.1;;7;0;35;33;0;30;18;00000000-0000-0000-0000-000000000000
661;661;0;;50;0;0;0.1;;7;0;35;33;0;31;18;00000000-0000-0000-0000-000000000000
662;662;0;;50;0;0;0.1;;7;0;35;33;0;32;18;00000000-0000-0000-0000-000000000000
663;663;0;;50;0;0;0.1;;7;0;35;33;0;33;18;00000000-0000-0000-0000-000000000000
664;664;0;;50;0;0;0.1;;7;0;35;33;0;34;18;00000000-0000-0000-0000-000000000000
665;665;0;;50;0;0;0.1;;7;0;35;33;0;0;19;00000000-0000-0000-0000-000000000000
666;666;0;;50;0;0;0.1;;7;0;35;33;0;1;19;00000000-0000-0000-0000-000000000000
667;667;0;;50;0;0;0.1;;7;0;35;33;0;2;19;00000000-0000-0000-0000-000000000000
668;668;0;;50;0;0;0.1;;7;0;35;33;0;3;19;00000000-0000-0000-0000-000000000000
669;669;0;;50;0;0;0.1;;7;0;35;33;0;4;19;00000000-0000-0000-0000-000000000000
670;670;0;;50;0;0;0.1;;7;0;35;33;0;5;19;00000000-0000-0000-0000-000000000000
671;671;0;;50;0;0;0.1;;7;0;35;33;0;6;19;00000000-0000-0000-0000-000000000000
672;672;0;;50;0;0;0.1;;7;0;35;33;0;7;19;00000000-0000-0000-0000-000000000000
673;673;0;;50;0;0;0.1;;7;0;35;33;0;8;19;00000000-0000-0000-0000-000000000000
674;674;0;;50;0;0;0.1;;7;0;35;33;0;9;19;00000000-0000-0000-0000-000000000000
675;675;0;;50;0;0;0.1;;7;0;35;33;0;10;19;00000000-0000-0000-0000-000000000000
676;676;0;;50;0;0;0.1;;7;0;35;33;0;11;19;00000000-0000-0000-0000-000000000000
677;677;0;;50;0;0;0.1;;7;0;35;33;0;12;19;00000000-0000-0000-0000-000000000000
678;678;0;;50;0;0;0.1;;7;0;35;33;0;13;19;00000000-0000-0000-0000-000000000000
679;679;0;;50;0;0;0.1;;7;0;35;33;0;14;19;00000000-0000-0000-0000-000000000000
680;680;0;;50;0;0;0.1;;7;0;35;33;0;15;19;00000000-0000-0000-0000-000000000000
681;681;0;;50;0;0;0.1;;7;0;35;33;0;16;19;00000000-0000-0000-0000-000000000000
682;682;0;;50;0;0;0.1;;7;0;35;33;0;17;19;00000000-0000-0000-0000-000000000000
683;683;0;;50;0;0;0.1;;7;0;35;33;0;18;19;00000000-0000-0000-0000-000000000000
684;684;0;;50;0;0;0.1;;7;0;35;33;0;19;19;00000000-0000-0000-0000-000000000000
685;685;0;;50;0;0;0.1;;7;0;35;33;0;20;19;00000000-0000-0000-0000-000000000000
686;686;0;;50;0;0;0.1;;7;0;35;33;0;21;19;00000000-0000-0000-0000-000000000000
687;687;0;;50;0;0;0.1;;7;0;35;33;0;22;19;00000000-0000-0000-0000-000000000000
688;688;0;;50;0;0;0.1;;7;0;35;33;0;23;19;00000000-0000-0000-0000-000000000000
689;689;0;;50;0;0;0.1;;7;0;35;33;0;24;19;00000000-0000-0000-0000-000000000000
690;690;0;;50;0;0;0.1;;7;0;35;33;0;25;19;00000000-0000-0000-0000-000000000000
691;691;0;;50;0;0;0.1;;7;0;35;33;0;26;19;00000000-0000-0000-0000-000000000000
692;692;0;;50;0;0;0.1;;7;0;35;33;0;27;19;00000000-0000-0000-0000-000000000000
693;693;0;;50;0;0;0.1;;7;0;35;33;0;28;19;00000000-0000-0000-0000-000000000000
694;694;0;;50;0;0;0.1;;7;0;35;33;0;29;19;00000000-0000-0000-0000-000000000000
695;695;0;;50;0;0;0.1;;7;0;35;33;0;30;19;00000000-0000-0000-0000-000000000000
696;696;0;;50;0;0;0.1;;7;0;35;33;0;31;19;00000000-0000-0000-0000-000000000000
697;697;0;;50;0;0;0.1;;7;0;35;33;0;32;19;00000000-0000-0000-0000-000000000000
698;698;0;;50;0;0;0.1;;7;0;35;33;0;33;19;00000000-0000-0000-0000-000000000000
699;699;0;;50;0;0;0.1;;7;0;35;33;0;34;19;00000000-0000-0000-0000-000000000000
700;700;0;;50;0;0;0.1;;7;0;35;33;0;0;20;00000000-0000-0000-0000-000000000000
701;701;0;;50;0;0;0.1;;7;0;35;33;0;1;20;00000000-0000-0000-0000-000000000000
702;702;0;;50;0;0;0.1;;7;0;35;33;0;2;20;00000000-0000-0000-0000-000000000000
703;703;0;;50;0;0;0.1;;7;0;35;33;0;3;20;00000000-0000-0000-0000-000000000000
704;704;0;;50;0;0;0.1;;7;0;35;33;0;4;20;00000000-0000-0000-0000-000000000000
705;705;0;;50;0;0;0.1;;7;0;35;33;0;5;20;00000000-0000-0000-0000-000000000000
706;706;0;;50;0;0;0.1;;7;0;35;33;0;6;20;00000000-0000-0000-0000-000000000000
707;707;0;;50;0;0;0.1;;7;0;35;33;0;7;20;00000000-0000-0000-0000-000000000000
708;708;0;;50;0;0;0.1;;7;0;35;33;0;8;20;00000000-0000-0000-0000-000000000000
709;709;0;;50;0;0;0.1;;7;0;35;33;0;9;20;00000000-0000-0000-0000-000000000000
710;710;0;;50;0;0;0.1;;7;0;35;33;0;10;20;00000000-0000-0000-0000-000000000000
711;711;0;;50;0;0;0.1;;7;0;35;33;0;11;20;00000000-0000-0000-0000-000000000000
712;712;0;;50;0;0;0.1;;7;0;35;33;0;12;20;00000000-0000-0000-0000-000000000000
713;713;0;;50;0;0;0.1;;7;0;35;33;0;13;20;00000000-0000-0000-0000-000000000000
714;714;0;;50;0;0;0.1;;7;0;35;33;0;14;20;00000000-0000-0000-0000-000000000000
715;715;0;;50;0;0;0.1;;7;0;35;33;0;15;20;00000000-0000-0000-0000-000000000000
716;716;0;;50;0;0;0.1;;7;0;35;33;0;16;20;00000000-0000-0000-0000-000000000000
717;717;0;;50;0;0;0.1;;7;0;35;33;0;17;20;00000000-0000-0000-0000-000000000000
718;718;0;;50;0;0;0.1;;7;0;35;33;0;18;20;00000000-0000-0000-0000-000000000000
719;719;0;;50;0;0;0.1;;7;0;35;33;0;19;20;00000000-0000-0000-0000-000000000000
720;720;0;;50;0;0;0.1;;7;0;35;33;0;20;20;00000000-0000-0000-0000-000000000000
721;721;0;;50;0;0;0.1;;7;0;35;33;0;21;20;00000000-0000-0000-0000-000000000000
722;722;0;;50;0;0;0.1;;7;0;35;33;0;22;20;00000000-0000-0000-0000-000000000000
723;723;0;;50;0;0;0.1;;7;0;35;33;0;23;20;00000000-0000-0000-0000-000000000000
724;724;0;;50;0;0;0.1;;7;0;35;33;0;24;20;00000000-0000-0000-0000-000000000000
